DATE,SOURCE_ID,SOURCE_SIC_CODE,TARGET_ID,TARGET_SIC_CODE
20081201,439,J5822,48,J5822
20081204,373,G4651,108,J6202
20081204,373,G4651,176,J5822
20081204,344,J6399,327,J6312
20081204,344,J6399,17,J5812
20081205,360,J5822,552,K6413
20081205,23,J5822,5,G4651
20081205,81,J6201,48,J5822
20081205,81,J6201,118,S9512
20081208,355,J6202,395,J5822
20081208,355,J6202,5,G4651
20081208,355,J6202,48,J5822
20081208,563,J6202,498,C2642
20081208,349,J5822,48,J5822
20081208,349,J5822,206,J6122
20081208,355,J6202,709,J5822
20081208,349,J5822,59,J6202
20081208,349,J5822,71,J5822
20081208,618,J5822,625,M7012
20081208,618,J5822,242,J6121
20081208,227,J5822,176,J5822
20081208,227,J5822,214,J5822
20081208,227,J5822,43,J6122
20081208,563,J6202,241,J6121
20081209,338,J6209,59,J6202
20081209,338,J6209,108,J6202
20081209,431,J5822,26,G4651
20081209,431,J5822,487,G4651
20081209,338,J6209,43,J6122
20081209,338,J6209,484,K6412
20081209,547,J5822,161,J5822
20081209,547,J5822,59,J6202
20081209,611,J5822,498,C2642
20081209,611,J5822,395,J5822
20081209,611,J5822,570,C2642
20081209,611,J5822,162,J5822
20081210,124,J6202,176,J5822
20081210,124,J6202,230,J6202
20081210,124,J6202,241,J6121
20081211,292,J5822,59,J6202
20081211,292,J5822,108,J6202
20081211,292,J5822,48,J5822
20081211,391,J5822,218,J6122
20081211,391,J5822,43,J6122
20081211,313,J5822,218,J6122
20081211,313,J5822,206,J6122
20081211,313,J5822,570,C2642
20081211,391,J5822,108,J6202
20081211,391,J5822,206,J6122
20081215,659,J6202,497,J6202
20081215,659,J6202,389,J6202
20081215,622,J6202,506,G4791
20081216,682,J5812,7,J5812
20081216,682,J5812,17,J5812
20081216,682,J5812,9,J5812
20081217,358,J6202,48,J5822
20081218,687,J6202,20,C3012
20081219,85,J5822,644,F4122
20081219,85,J5822,642,C2411
20081220,335,J5822,32,J6311
20081220,335,J5822,48,J5822
20081222,668,J5822,354,C3131
20081222,70,J5822,395,J5822
20081222,612,J6202,297,J5822
20081222,612,J6202,48,J5822
20081222,612,J6202,605,J5822
20081223,515,J5822,213,C2642
20081223,127,G4651,59,J6202
20081223,560,J6202,13,C3012
20081224,651,J5822,663,C3111
20081226,355,J6202,395,J5822
20081226,355,J6202,5,G4651
20081226,355,J6202,48,J5822
20081226,138,G4651,76,J5822
20081226,138,G4651,83,J5822
20081226,138,G4651,395,J5822
20081226,138,G4651,48,J5822
20081229,139,C2641,241,J6121
20081229,139,C2641,242,J6121
20081229,213,C2642,230,J6202
20081229,213,C2642,214,J5822
20081229,262,J5822,132,J6202
20081230,224,J5822,59,J6202
20081230,224,J5822,48,J5822
20081230,205,G4652,327,J6312
20081230,205,G4652,108,J6202
20081230,205,G4652,218,J6122
20090106,423,J5822,174,J6312
20090106,423,J5822,48,J5822
20090106,423,J5822,395,J5822
20090107,91,J5822,437,G4679
20090107,91,J5822,118,S9512
20090107,91,J5822,85,J5822
20090109,192,J5822,589,C2612
20090109,192,J5822,474,J5822
20090109,192,J5822,59,J6202
20090112,480,J5822,626,M7012
20090113,137,J5811,43,J6122
20090113,348,J5822,113,J6202
20090113,348,J5822,218,J6122
20090113,348,J5822,214,J5822
20090113,12,C1712,11,J5811
20090113,12,C1712,57,J5811
20090113,711,J6202,47,J5822
20090113,711,J6202,463,J5822
20090114,100,J6311,41,K6491
20090114,100,J6311,81,J6201
20090114,100,J6311,77,J6202
20090114,539,J5822,43,J6122
20090114,539,J5822,50,K6491
20090114,539,J5822,218,J6122
20090114,539,J5822,374,J6129
20090116,433,J5822,7,J5812
20090117,302,J5821,644,F4122
20090119,363,J6312,43,J6122
20090120,628,J6202,48,J5822
20090120,471,J5822,108,J6202
20090120,471,J5822,307,J5822
20090120,471,J5822,48,J5822
20090120,500,J5822,214,J5822
20090120,500,J5822,59,J6202
20090120,500,J5822,374,J6129
20090120,500,J5822,589,C2612
20090120,500,J5822,85,J5822
20090120,628,J6202,165,J5822
20090121,208,J5822,36,J5822
20090121,208,J5822,26,G4651
20090128,412,J5822,316,G4791
20090129,475,C2642,218,J6122
20090129,475,C2642,217,J6129
20090129,475,C2642,51,J6122
20090202,444,J5822,59,J6202
20090202,469,J5822,6,K6412
20090202,469,J5822,59,J6202
20090202,503,J6202,484,K6412
20090202,503,J6202,48,J5822
20090202,503,J6202,8,K6412
20090202,119,J6202,174,J6312
20090202,119,J6202,86,K6412
20090202,119,J6202,105,C2642
20090202,119,J6202,463,J5822
20090204,465,C2642,43,J6122
20090205,213,C2642,230,J6202
20090205,213,C2642,214,J5822
20090205,527,J5811,316,G4791
20090205,527,J5811,33,G4761
20090209,438,J6202,46,J6399
20090209,438,J6202,218,J6122
20090209,213,C2642,230,J6202
20090209,213,C2642,214,J5822
20090209,314,J5822,86,K6412
20090209,314,J5822,112,J6202
20090210,450,J5822,106,J5822
20090210,450,J5822,6,K6412
20090213,704,J6129,498,C2642
20090216,245,F4232,242,J6121
20090216,245,F4232,230,J6202
20090216,245,F4232,374,J6129
20090217,505,J5822,215,J5822
20090217,505,J5822,85,J5822
20090217,505,J5822,144,J5822
20090217,505,J5822,385,G4651
20090217,505,J5822,144,J5822
20090217,505,J5822,533,J6202
20090218,691,J5822,108,J6202
20090218,691,J5822,395,J5822
20090218,580,J5822,570,C2642
20090218,342,J5822,48,J5822
20090218,342,J5822,59,J6202
20090218,342,J5822,108,J6202
20090218,342,J5822,242,J6121
20090218,580,J5822,105,C2642
20090218,580,J5822,590,C2642
20090219,435,J6202,63,J6202
20090219,435,J6202,108,J6202
20090219,435,J6202,90,J5822
20090219,435,J6202,327,J6312
20090219,435,J6202,33,G4761
20090219,229,G4652,538,J6022
20090219,229,G4652,43,J6122
20090219,257,J6202,108,J6202
20090219,370,J5822,48,J5822
20090219,370,J5822,214,J5822
20090220,376,J5822,113,J6202
20090220,376,J5822,225,J5821
20090220,210,G4651,372,J5822
20090220,210,G4651,393,J5822
20090220,368,G4651,212,J5822
20090220,368,G4651,90,J5822
20090220,461,J6202,1,G4711
20090223,517,C2811,59,J6202
20090223,517,C2811,214,J5822
20090223,517,C2811,230,J6202
20090223,671,J6022,171,G4791
20090223,671,J6022,172,G4791
20090223,671,J6022,241,J6121
20090224,671,J6022,171,G4791
20090224,671,J6022,172,G4791
20090224,671,J6022,241,J6121
20090225,506,G4791,463,J5822
20090225,506,G4791,218,J6122
20090225,506,G4791,242,J6121
20090226,24,J5811,33,G4761
20090226,404,J6399,395,J5822
20090226,24,J5811,172,G4791
20090226,24,J5811,7,J5812
20090226,675,G4651,242,J6121
20090226,701,J5822,78,J6202
20090226,701,J5822,108,J6202
20090226,701,J5822,112,J6202
20090303,330,J5822,205,G4652
20090303,330,J5822,382,J5822
20090304,412,J5822,316,G4791
20090304,290,J6399,555,D3511
20090304,290,J6399,395,J5822
20090304,290,J6399,538,J6022
20090304,290,J6399,404,J6399
20090304,290,J6399,48,J5822
20090304,290,J6399,663,C3111
20090304,314,J5822,86,K6412
20090304,314,J5822,112,J6202
20090305,533,J6202,78,J6202
20090305,564,C2641,241,J6121
20090305,564,C2641,242,J6121
20090306,534,J5822,22,J6202
20090309,646,C2719,217,J6129
20090309,646,C2719,241,J6121
20090311,511,J6209,7,J5812
20090311,511,J6209,110,G4651
20090311,577,C2642,108,J6202
20090311,577,C2642,43,J6122
20090312,333,J5822,664,C3111
20090312,333,J5822,663,C3111
20090313,499,J5822,382,J5822
20090313,640,J5822,643,C2721
20090316,91,J5822,21,J6202
20090316,91,J5822,437,G4679
20090316,91,J5822,118,S9512
20090316,91,J5822,85,J5822
20090316,312,J5822,43,J6122
20090316,312,J5822,463,J5822
20090316,312,J5822,242,J6121
20090316,312,J5822,108,J6202
20090316,407,J5822,463,J5822
20090316,407,J5822,106,J5822
20090316,407,J5822,108,J6202
20090316,534,J5822,22,J6202
20090317,91,J5822,21,J6202
20090317,91,J5822,437,G4679
20090317,91,J5822,118,S9512
20090317,91,J5822,85,J5822
20090318,557,J5822,108,J6202
20090319,284,J5822,183,J6202
20090319,284,J5822,570,C2642
20090319,333,J5822,664,C3111
20090319,333,J5822,663,C3111
20090320,298,J5822,486,G4680
20090320,298,J5822,570,C2642
20090320,597,J5821,294,J5822
20090320,298,J5822,58,J6202
20090320,597,J5821,36,J5822
20090323,632,J5822,48,J5822
20090324,699,J5822,78,J6202
20090324,699,J5822,280,J5822
20090324,699,J5822,114,K6511
20090324,699,J5822,218,J6122
20090324,699,J5822,374,J6129
20090324,261,J6121,43,J6122
20090326,240,F4232,241,J6121
20090326,77,J6202,446,C3111
20090326,77,J6202,565,C3012
20090326,412,J5822,316,G4791
20090327,335,J5822,32,J6311
20090327,335,J5822,48,J5822
20090327,692,J5822,603,J5822
20090328,560,J6202,13,C3012
20090329,592,C2641,263,J6129
20090329,592,C2641,66,J6129
20090330,693,J5822,86,K6412
20090330,693,J5822,436,J6202
20090330,693,J5822,484,K6412
20090330,420,G4651,77,J6202
20090401,435,J6202,90,J5822
20090401,631,G4651,161,J5822
20090401,631,G4651,440,J5822
20090401,435,J6202,108,J6202
20090401,331,J5822,5,G4651
20090401,331,J5822,106,J5822
20090402,340,G4651,77,J6202
20090402,340,G4651,306,J6202
20090402,470,N7599,454,J6022
20090402,194,G4645,88,J5811
20090402,194,G4645,67,J5811
20090402,340,G4651,242,J6121
20090402,375,J5822,4,F4122
20090402,375,J5822,449,F4111
20090402,548,M7212,241,J6121
20090402,632,J5822,48,J5822
20090406,363,J6312,43,J6122
20090406,421,F4232,59,J6202
20090406,421,F4232,206,J6122
20090406,646,C2719,217,J6129
20090406,646,C2719,241,J6121
20090407,631,G4651,161,J5822
20090407,631,G4651,440,J5822
20090407,445,J6202,77,J6202
20090407,445,J6202,436,J6202
20090407,585,C2223,218,J6122
20090407,111,F4232,242,J6121
20090407,111,F4232,374,J6129
20090407,111,F4232,206,J6122
20090407,646,C2719,217,J6129
20090407,646,C2719,241,J6121
20090408,235,J5822,663,C3111
20090408,279,J5822,486,G4680
20090408,279,J5822,225,J5821
20090408,636,J5822,570,C2642
20090408,28,F4231,206,J6122
20090408,235,J5822,446,C3111
20090408,450,J5822,106,J5822
20090408,450,J5822,6,K6412
20090409,686,J5822,664,C3111
20090409,686,J5822,663,C3111
20090409,686,J5822,446,C3111
20090409,28,F4231,206,J6122
20090409,219,J6202,242,J6121
20090409,219,J6202,570,C2642
20090409,219,J6202,108,J6202
20090409,469,J5822,59,J6202
20090409,469,J5822,6,K6412
20090409,469,J5822,484,K6412
20090410,356,J6129,484,K6412
20090410,356,J6129,50,K6491
20090410,356,J6129,41,K6491
20090410,356,J6129,40,K6491
20090410,411,J5822,85,J5822
20090410,464,J5822,106,J5822
20090412,637,G4651,48,J5822
20090412,637,G4651,634,J6202
20090413,125,F4232,59,J6202
20090413,125,F4232,238,J6121
20090414,192,J5822,589,C2612
20090414,628,J6202,48,J5822
20090414,192,J5822,86,K6412
20090414,75,C2842,358,J6202
20090414,192,J5822,59,J6202
20090414,75,C2842,48,J5822
20090414,628,J6202,165,J5822
20090415,690,J5822,663,C3111
20090415,352,J6202,36,J5822
20090415,352,J6202,711,J6202
20090415,163,G4651,70,J5822
20090415,163,G4651,48,J5822
20090415,163,G4651,428,J5822
20090415,556,J5822,174,J6312
20090416,51,J6122,663,C3111
20090416,51,J6122,43,J6122
20090416,51,J6122,218,J6122
20090417,690,J5822,663,C3111
20090417,661,J6202,295,J5822
20090417,661,J6202,48,J5822
20090417,661,J6202,113,J6202
20090417,42,J5822,59,J6202
20090417,42,J5822,242,J6121
20090417,42,J5822,470,N7599
20090417,18,N7531,58,J6202
20090417,667,H5299,36,J5822
20090418,438,J6202,46,J6399
20090418,438,J6202,218,J6122
20090418,572,C2641,241,J6121
20090418,572,C2641,374,J6129
20090418,572,C2641,242,J6121
20090420,681,C1712,7,J5812
20090420,681,C1712,17,J5812
20090420,681,C1712,9,J5812
20090420,282,F4232,78,J6202
20090420,282,F4232,36,J5822
20090421,658,J5822,664,C3111
20090421,658,J5822,663,C3111
20090421,429,J5822,382,J5822
20090421,429,J5822,106,J5822
20090421,429,J5822,48,J5822
20090421,429,J5822,214,J5822
20090422,78,J6202,589,C2612
20090422,12,C1712,11,J5811
20090422,12,C1712,57,J5811
20090423,123,J5822,642,C2411
20090423,673,J6202,133,F4232
20090424,125,F4232,59,J6202
20090424,125,F4232,238,J6121
20090424,317,J5822,48,J5822
20090424,317,J5822,59,J6202
20090424,616,J5822,463,J5822
20090424,616,J5822,625,M7012
20090424,616,J5822,102,J5822
20090425,343,J6202,242,J6121
20090425,343,J6202,38,G4791
20090425,651,J5822,43,J6122
20090425,651,J5822,663,C3111
20090425,343,J6202,48,J5822
20090425,343,J6202,585,C2223
20090427,685,J5822,663,C3111
20090427,343,J6202,242,J6121
20090427,519,J5822,242,J6121
20090427,693,J5822,484,K6412
20090427,693,J5822,436,J6202
20090427,343,J6202,38,G4791
20090427,519,J5822,663,C3111
20090427,519,J5822,449,F4111
20090427,163,G4651,70,J5822
20090427,163,G4651,48,J5822
20090427,163,G4651,428,J5822
20090427,343,J6202,48,J5822
20090427,343,J6202,585,C2223
20090427,532,J5822,230,J6202
20090427,532,J5822,558,J6202
20090427,532,J5822,108,J6202
20090428,45,J5811,33,G4761
20090428,208,J5822,36,J5822
20090428,208,J5822,26,G4651
20090428,419,F4232,59,J6202
20090428,419,F4232,176,J5822
20090428,616,J5822,463,J5822
20090428,616,J5822,625,M7012
20090428,616,J5822,102,J5822
20090429,463,J5822,2,K6511
20090429,328,G4651,206,J6122
20090429,600,G4652,242,J6121
20090430,349,J5822,48,J5822
20090430,349,J5822,206,J6122
20090430,349,J5822,59,J6202
20090430,157,C2632,48,J5822
20090504,467,G4651,48,J5822
20090504,467,G4651,395,J5822
20090504,595,J6202,90,J5822
20090505,55,F4232,242,J6121
20090506,127,G4651,59,J6202
20090507,710,J5822,707,J5822
20090507,710,J5822,44,K6491
20090507,710,J5822,214,J5822
20090507,181,J5822,10,K6412
20090507,181,J5822,261,J6121
20090507,181,J5822,6,K6412
20090507,181,J5822,242,J6121
20090507,673,J6202,133,F4232
20090508,358,J6202,48,J5822
20090508,46,J6399,43,J6122
20090509,610,J5822,242,J6121
20090509,610,J5822,555,D3511
20090511,266,J5822,48,J5822
20090511,266,J5822,570,C2642
20090511,266,J5822,108,J6202
20090511,525,J5822,77,J6202
20090511,525,J5822,48,J5822
20090511,251,J6201,8,K6412
20090511,462,J5822,164,J6202
20090511,462,J5822,108,J6202
20090511,492,C2632,571,J5822
20090511,534,J5822,22,J6202
20090511,550,G4652,206,J6122
20090511,550,G4652,43,J6122
20090511,550,G4652,218,J6122
20090512,419,F4232,59,J6202
20090512,419,F4232,176,J5822
20090512,601,J5822,102,J5822
20090512,660,F4232,241,J6121
20090513,59,J6202,498,C2642
20090514,581,J5822,108,J6202
20090514,581,J5822,206,J6122
20090514,581,J5822,218,J6122
20090514,564,C2641,241,J6121
20090514,564,C2641,242,J6121
20090515,348,J5822,374,J6129
20090515,348,J5822,218,J6122
20090515,348,J5822,113,J6202
20090515,153,G4651,327,J6312
20090515,156,J6209,218,J6122
20090515,156,J6209,395,J5822
20090515,156,J6209,43,J6122
20090515,205,G4652,374,J6129
20090515,205,G4652,242,J6121
20090515,205,G4652,108,J6202
20090515,205,G4652,218,J6122
20090515,251,J6201,8,K6412
20090515,588,J5822,218,J6122
20090515,588,J5822,576,J5822
20090515,594,J5822,242,J6121
20090518,100,J6311,41,K6491
20090518,100,J6311,81,J6201
20090518,257,J6202,472,J6202
20090518,257,J6202,108,J6202
20090518,100,J6311,38,G4791
20090519,128,C2632,218,J6122
20090519,360,J5822,552,K6413
20090519,477,J5822,374,J6129
20090519,128,C2632,108,J6202
20090519,447,J5822,604,J5822
20090519,447,J5822,56,J6202
20090519,447,J5822,59,J6202
20090520,593,J5822,108,J6202
20090520,465,C2642,206,J6122
20090520,465,C2642,218,J6122
20090520,465,C2642,43,J6122
20090520,575,J5822,112,J6202
20090520,575,J5822,48,J5822
20090520,593,J5822,55,F4232
20090520,694,J5822,108,J6202
20090520,694,J5822,241,J6121
20090521,185,C2820,701,J5822
20090521,185,C2820,242,J6121
20090521,475,C2642,218,J6122
20090521,475,C2642,217,J6129
20090521,254,J5822,374,J6129
20090521,475,C2642,51,J6122
20090521,119,J6202,174,J6312
20090521,119,J6202,463,J5822
20090521,185,C2820,48,J5822
20090521,317,J5822,48,J5822
20090521,317,J5822,59,J6202
20090522,259,J5822,41,K6491
20090522,259,J5822,218,J6122
20090522,388,J5822,218,J6122
20090522,704,J6129,498,C2642
20090522,388,J5822,206,J6122
20090522,149,J5822,48,J5822
20090522,149,J5822,114,K6511
20090522,149,J5822,59,J6202
20090522,246,J5822,108,J6202
20090522,246,J5822,206,J6122
20090522,246,J5822,218,J6122
20090522,306,J6202,48,J5822
20090522,306,J6202,133,F4232
20090522,306,J6202,374,J6129
20090522,378,J5822,108,J6202
20090522,378,J5822,395,J5822
20090522,583,C2721,43,J6122
20090522,583,C2721,241,J6121
20090522,583,C2721,207,J6121
20090525,281,J5822,218,J6122
20090525,339,G4651,218,J6122
20090525,281,J5822,242,J6121
20090525,243,J6202,589,C2612
20090525,243,J6202,108,J6202
20090525,243,J6202,161,J5822
20090525,458,J5822,49,G4651
20090525,458,J5822,218,J6122
20090525,291,C2642,242,J6121
20090525,281,J5822,43,J6122
20090525,197,F4232,257,J6202
20090525,348,J5822,374,J6129
20090525,348,J5822,218,J6122
20090525,348,J5822,113,J6202
20090525,291,C2642,218,J6122
20090525,291,C2642,43,J6122
20090525,699,J5822,78,J6202
20090525,699,J5822,280,J5822
20090525,699,J5822,114,K6511
20090525,699,J5822,218,J6122
20090525,699,J5822,374,J6129
20090525,339,G4651,425,J5822
20090525,339,G4651,22,J6202
20090526,440,J5822,113,J6202
20090526,440,J5822,161,J5822
20090526,440,J5822,59,J6202
20090526,176,J5822,182,J6022
20090526,442,J5822,241,J6121
20090526,269,G4651,218,J6122
20090526,269,G4651,214,J5822
20090526,442,J5822,242,J6121
20090526,233,J5822,108,J6202
20090526,233,J5822,48,J5822
20090526,233,J5822,59,J6202
20090526,34,J5822,218,J6122
20090526,34,J5822,625,M7012
20090526,487,G4651,76,J5822
20090526,487,G4651,59,J6202
20090526,487,G4651,108,J6202
20090526,529,J5822,48,J5822
20090526,529,J5822,218,J6122
20090526,539,J5822,43,J6122
20090526,539,J5822,50,K6491
20090526,539,J5822,218,J6122
20090526,539,J5822,374,J6129
20090527,438,J6202,218,J6122
20090527,653,J5822,155,J6129
20090527,653,J5822,650,F4232
20090527,350,J5822,218,J6122
20090527,286,G4651,48,J5822
20090527,22,J6202,218,J6122
20090527,280,J5822,206,J6122
20090527,280,J5822,218,J6122
20090527,424,C2641,241,J6121
20090527,424,C2641,218,J6122
20090527,424,C2641,59,J6202
20090527,438,J6202,174,J6312
20090527,493,C2632,209,J5822
20090527,493,C2632,174,J6312
20090528,422,J5822,589,C2612
20090528,422,J5822,48,J5822
20090528,322,J6202,206,J6122
20090528,322,J6202,108,J6202
20090528,322,J6202,553,J6021
20090528,322,J6202,254,J5822
20090528,322,J6202,576,J5822
20090528,322,J6202,59,J6202
20090528,322,J6202,104,J5822
20090528,357,C2642,218,J6122
20090528,537,J5822,108,J6202
20090528,537,J5822,218,J6122
20090528,357,C2642,43,J6122
20090528,48,J5822,218,J6122
20090528,48,J5822,7,J5812
20090528,130,C2642,538,J6022
20090528,322,J6202,59,J6202
20090528,422,J5822,395,J5822
20090528,422,J5822,108,J6202
20090529,329,C2651,32,J6311
20090529,541,J5822,116,J6312
20090529,541,J5822,36,J5822
20090530,448,J5822,48,J5822
20090530,448,J5822,59,J6202
20090530,448,J5822,218,J6122
20090530,448,J5822,5,G4651
20090601,247,J6202,106,J5822
20090601,247,J6202,5,G4651
20090601,247,J6202,59,J6202
20090601,247,J6202,218,J6122
20090601,133,F4232,392,J6209
20090601,133,F4232,43,J6122
20090601,193,J5822,395,J5822
20090601,193,J5822,59,J6202
20090601,193,J5822,48,J5822
20090601,193,J5822,709,J5822
20090601,322,J6202,576,J5822
20090601,322,J6202,59,J6202
20090602,377,J6121,327,J6312
20090602,475,C2642,218,J6122
20090602,475,C2642,217,J6129
20090602,475,C2642,51,J6122
20090602,265,J5822,242,J6121
20090602,265,J5822,133,F4232
20090602,377,J6121,38,G4791
20090602,510,J5822,242,J6121
20090602,239,F4122,108,J6202
20090602,265,J5822,206,J6122
20090602,265,J5822,218,J6122
20090602,133,F4232,392,J6209
20090602,133,F4232,43,J6122
20090603,391,J5822,218,J6122
20090603,391,J5822,43,J6122
20090603,391,J5822,108,J6202
20090603,391,J5822,206,J6122
20090604,705,J5822,498,C2642
20090604,145,J5812,20,C3012
20090604,145,J5812,570,C2642
20090604,145,J5812,43,J6122
20090604,587,J5822,48,J5822
20090604,587,J5822,241,J6121
20090604,587,J5822,570,C2642
20090604,452,J5822,242,J6121
20090604,633,J6201,486,G4680
20090605,402,J5822,86,K6412
20090605,402,J5822,10,K6412
20090605,402,J5822,35,K6412
20090605,402,J5822,214,J5822
20090605,402,J5822,604,J5822
20090605,402,J5822,48,J5822
20090605,402,J5822,41,K6491
20090605,25,G4651,48,J5822
20090606,582,J5822,108,J6202
20090606,582,J5822,41,K6491
20090606,582,J5822,59,J6202
20090606,582,J5822,48,J5822
20090606,190,G4651,327,J6312
20090606,190,G4651,562,J5822
20090607,563,J6202,498,C2642
20090608,385,G4651,179,J5822
20090608,21,J6202,48,J5822
20090608,21,J6202,59,J6202
20090608,21,J6202,214,J5822
20090608,133,F4232,392,J6209
20090608,133,F4232,43,J6122
20090608,466,J5822,625,M7012
20090608,466,J5822,570,C2642
20090608,481,J5822,59,J6202
20090608,481,J5822,112,J6202
20090608,481,J5822,242,J6121
20090608,481,J5822,48,J5822
20090609,576,J5822,108,J6202
20090609,576,J5822,43,J6122
20090609,222,C2632,176,J5822
20090609,222,C2632,66,J6129
20090609,222,C2632,263,J6129
20090609,605,J5822,48,J5822
20090610,480,J5822,626,M7012
20090610,312,J5822,43,J6122
20090610,312,J5822,463,J5822
20090610,312,J5822,242,J6121
20090610,312,J5822,108,J6202
20090610,480,J5822,584,C2642
20090610,539,J5822,43,J6122
20090610,539,J5822,50,K6491
20090610,539,J5822,218,J6122
20090610,539,J5822,374,J6129
20090610,633,J6201,486,G4680
20090611,215,J5822,49,G4651
20090611,215,J5822,59,J6202
20090611,200,J6202,2,K6511
20090612,28,F4231,206,J6122
20090612,615,J5822,374,J6129
20090613,650,F4232,242,J6121
20090613,650,F4232,374,J6129
20090615,139,C2641,241,J6121
20090615,139,C2641,242,J6121
20090615,459,J5822,407,J5822
20090615,459,J5822,114,K6511
20090616,458,J5822,49,G4651
20090616,458,J5822,218,J6122
20090616,285,J5911,494,J6399
20090616,139,C2641,241,J6121
20090616,139,C2641,242,J6121
20090617,184,J5822,552,K6413
20090617,184,J5822,108,J6202
20090617,517,C2811,59,J6202
20090617,517,C2811,214,J5822
20090617,517,C2811,230,J6202
20090617,478,J5822,86,K6412
20090617,478,J5822,552,K6413
20090617,509,J5822,242,J6121
20090617,509,J5822,570,C2642
20090617,509,J5822,558,J6202
20090617,478,J5822,26,G4651
20090617,585,C2223,218,J6122
20090617,478,J5822,104,J5822
20090618,184,J5822,552,K6413
20090618,184,J5822,108,J6202
20090618,125,F4232,59,J6202
20090618,125,F4232,238,J6121
20090619,602,J5822,626,M7012
20090620,140,G4651,374,J6129
20090620,140,G4651,242,J6121
20090620,675,G4651,242,J6121
20090622,638,J5822,112,J6202
20090622,688,J5812,14,J6021
20090622,638,J5822,627,K6412
20090622,599,F4232,393,J5822
20090623,654,J5822,242,J6121
20090623,72,F4232,32,J6311
20090623,414,J5822,539,J5822
20090623,414,J5822,428,J5822
20090623,414,J5822,163,G4651
20090624,216,J5822,59,J6202
20090624,216,J5822,95,J6021
20090624,216,J5822,36,J5822
20090624,216,J5822,554,J6021
20090624,696,J5822,36,J5822
20090624,696,J5822,59,J6202
20090624,696,J5822,112,J6202
20090624,696,J5822,131,J5822
20090625,614,J5822,105,C2642
20090625,433,J5822,7,J5812
20090625,199,J5822,59,J6202
20090625,199,J5822,570,C2642
20090625,199,J5822,589,C2612
20090625,199,J5822,395,J5822
20090625,199,J5822,48,J5822
20090625,497,J6202,48,J5822
20090625,497,J6202,374,J6129
20090625,497,J6202,306,J6202
20090625,648,C2042,16,J5812
20090625,648,C2042,17,J5812
20090625,655,J5822,127,G4651
20090625,655,J5822,59,J6202
20090625,696,J5822,36,J5822
20090625,696,J5822,59,J6202
20090625,696,J5822,112,J6202
20090625,696,J5822,131,J5822
20090626,425,J5822,364,J6022
20090626,425,J5822,55,F4232
20090626,425,J5822,36,J5822
20090626,425,J5822,59,J6202
20090626,89,C2642,59,J6202
20090626,89,C2642,554,J6021
20090626,300,J6399,95,J6021
20090626,300,J6399,14,J6021
20090626,300,J6399,59,J6202
20090629,302,J5821,644,F4122
20090630,226,G4652,108,J6202
20090630,226,G4652,101,J6202
20090630,142,G4651,76,J5822
20090630,142,G4651,59,J6202
20090701,512,C2632,21,J6202
20090701,512,C2632,242,J6121
20090701,512,C2632,116,J6312
20090702,376,J5822,76,J5822
20090702,376,J5822,113,J6202
20090702,338,J6209,59,J6202
20090702,338,J6209,108,J6202
20090702,376,J5822,225,J5821
20090702,359,J5822,43,J6122
20090702,359,J5822,108,J6202
20090702,338,J6209,43,J6122
20090702,338,J6209,484,K6412
20090702,359,J5822,550,G4652
20090703,292,J5822,108,J6202
20090703,292,J5822,59,J6202
20090703,292,J5822,48,J5822
20090703,494,J6399,401,J6312
20090705,661,J6202,295,J5822
20090705,661,J6202,48,J5822
20090705,661,J6202,113,J6202
20090706,332,J6202,214,J5822
20090706,332,J6202,59,J6202
20090706,701,J5822,184,J5822
20090706,701,J5822,76,J5822
20090706,701,J5822,241,J6121
20090706,252,G4653,463,J5822
20090706,252,G4653,43,J6122
20090707,517,C2811,59,J6202
20090707,517,C2811,214,J5822
20090707,517,C2811,230,J6202
20090707,320,J6129,44,K6491
20090707,320,J6129,484,K6412
20090707,320,J6129,50,K6491
20090707,320,J6129,41,K6491
20090707,144,J5822,49,G4651
20090707,144,J5822,48,J5822
20090707,144,J5822,202,G4610
20090708,54,J6129,40,K6491
20090708,54,J6129,484,K6412
20090708,54,J6129,50,K6491
20090708,54,J6129,41,K6491
20090708,24,J5811,33,G4761
20090708,24,J5811,172,G4791
20090708,24,J5811,7,J5812
20090708,494,J6399,401,J6312
20090709,531,J6202,83,J5822
20090710,198,J5822,59,J6202
20090710,198,J5822,385,G4651
20090710,698,J5822,289,F4212
20090710,698,J5822,110,G4651
20090710,698,J5822,212,J5822
20090713,75,C2842,358,J6202
20090713,329,C2651,32,J6311
20090713,75,C2842,48,J5822
20090714,292,J5822,108,J6202
20090714,292,J5822,59,J6202
20090714,292,J5822,48,J5822
20090715,620,J6202,38,G4791
20090715,620,J6202,242,J6121
20090717,101,J6202,303,C2641
20090717,101,J6202,36,J5822
20090720,426,J6201,359,J5822
20090720,426,J6201,108,J6202
20090721,510,J5822,242,J6121
20090721,510,J5822,36,J5822
20090721,510,J5822,56,J6202
20090722,97,J5822,9,J5812
20090722,97,J5822,131,J5822
20090722,231,N7599,242,J6121
20090723,478,J5822,86,K6412
20090723,478,J5822,552,K6413
20090723,478,J5822,26,G4651
20090723,478,J5822,104,J5822
20090724,502,G4652,22,J6202
20090724,502,G4652,76,J5822
20090724,502,G4652,241,J6121
20090728,305,J5822,59,J6202
20090728,305,J5822,570,C2642
20090729,127,G4651,59,J6202
20090731,610,J5822,242,J6121
20090731,610,J5822,555,D3511
